ad_id,user_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,ad_creative_body,publisher_platforms,impressions_min,impressions_max,spend_min,spend_max,currency,age_group,gender,target_ages,target_gender,target_locations,ad_interests,estimated_audience_size_min,estimated_audience_size_max
AD_3074980596,USER_002312,302548,TravelAgency,2025-07-12,2025-07-14,2025-08-12,Discover amazing certifications opportunities,"Facebook,Instagram",1368,2543,25,364,USD,35-44,Female,35-44,Female,770XX,"professional_development,parenting,luxury_travel,investing,wellness,motorcycles,family_activities,certifications",5602,22410
AD_7499239366,USER_002313,302548,TravelAgency,2025-06-23,2025-06-28,2025-08-05,Discover amazing home_decor opportunities,Instagram,4861,6139,76,510,USD,35-44,Female,35-44,Female,770XX,"professional_development,real_estate,budget_travel,home_decor,wine,beach_destinations,family_activities,electric_vehicles",3431,52961
AD_3020065161,USER_002314,583359,GamingCompany,2025-05-23,2025-05-30,2025-06-09,Discover amazing investing opportunities,Facebook,2495,3224,24,372,USD,45-54,Male,45-54,Male,600XX,"investing,real_estate,online_courses,gaming",7578,76103
AD_3038251028,USER_002315,302548,TravelAgency,2025-08-25,2025-08-28,2025-10-23,Discover amazing professional_development opportunities,Facebook,5454,6690,52,401,USD,45-54,Male,45-54,Male,330XX,"investing,professional_development,luxury_travel",1817,45703
AD_4788274172,USER_002316,583359,GamingCompany,2025-08-06,2025-08-12,2025-09-07,Discover amazing streaming_services opportunities,Facebook,2512,3570,27,294,USD,25-34,Male,25-34,Male,980XX,"fitness,streaming_services,discount_shopping,home_decor,gaming,childcare",9095,21891
AD_5287083542,USER_002317,583359,GamingCompany,2025-07-29,2025-08-01,2025-09-11,Discover amazing supplements opportunities,"Facebook,Instagram",9170,10603,75,147,USD,25-34,Female,25-34,Female,980XX,"fitness,music,luxury_travel,real_estate,supplements,streaming_services,beach_destinations,movies",6979,36345
AD_8609724683,USER_002318,746137,StreamingService,2025-08-11,2025-08-15,2025-09-06,Discover amazing music opportunities,Facebook,541,1608,58,309,USD,18-24,Male,18-24,Male,330XX,"gaming,music,discount_shopping",6554,29793
AD_6410014366,USER_002319,282826,AutoDealer,2025-06-23,2025-06-28,2025-08-20,Discover amazing online_courses opportunities,Facebook,4813,5388,27,188,USD,45-54,Female,45-54,Female,100XX,"parenting,investing,online_courses,home_decor,cycling,family_activities,fitness,real_estate",7089,11534
AD_1335992524,USER_002320,192495,TechCorp,2025-07-10,2025-07-15,2025-09-13,Discover amazing music opportunities,Instagram,4488,6112,17,144,USD,18-24,Female,18-24,Female,600XX,"streaming_services,gaming,online_courses,wellness,music,organic_food,theater,software",4190,14086
AD_1939590403,USER_002321,746137,StreamingService,2025-08-08,2025-08-15,2025-09-21,Discover amazing gaming opportunities,"Facebook,Instagram",4467,6043,89,297,USD,25-34,Female,25-34,Female,770XX,"gaming,streaming_services,discount_shopping",7921,65301
AD_8155015602,USER_002322,583359,GamingCompany,2025-09-08,2025-09-14,2025-10-29,Discover amazing yoga opportunities,Instagram,4480,5551,59,250,USD,18-24,Male,18-24,Male,980XX,"streaming_services,online_shopping,budget_travel,basketball,yoga,parenting,gaming",8077,66884
AD_3379140322,USER_002323,385006,OnlineRetailer,2025-05-19,2025-05-21,2025-07-16,Discover amazing childcare opportunities,Instagram,1732,3219,56,188,USD,25-34,Female,25-34,Female,330XX,"fitness,online_shopping,online_courses,retirement_planning,childcare,cruise_travel,fashion",2634,31359
AD_8321331981,USER_002324,192495,TechCorp,2025-08-30,2025-09-04,2025-09-21,Discover amazing luxury_travel opportunities,"Facebook,Instagram",7760,9567,25,126,USD,65+,Female,65+,Female,850XX,"wine,luxury_travel,luxury_travel,investing,wellness,music,election_news,tech_news",4690,54454
AD_6191719898,USER_002325,746137,StreamingService,2025-08-07,2025-08-14,2025-09-21,Discover amazing streaming_services opportunities,Facebook,3063,4810,33,272,USD,25-34,Female,25-34,Female,100XX,"streaming_services,music,luxury_travel,luxury_brands",3836,30665
AD_1386798293,USER_002326,746137,StreamingService,2025-09-12,2025-09-19,2025-11-01,Discover amazing cryptocurrency opportunities,"Facebook,Instagram",3613,4140,70,549,USD,35-44,Male,35-44,Male,330XX,"real_estate,investing,budget_travel,gaming,software,cryptocurrency",4684,25719
AD_5447440807,USER_002327,192495,TechCorp,2025-07-15,2025-07-22,2025-09-17,Discover amazing childcare opportunities,Facebook,1752,3464,73,183,USD,18-24,Male,18-24,Male,770XX,"online_shopping,fitness,discount_shopping,gaming,childcare,political_activism",9662,29326
AD_5126240166,USER_002328,295351,FashionBrand,2025-07-22,2025-07-25,2025-08-16,Discover amazing luxury_cars opportunities,Facebook,3291,4109,96,398,USD,45-54,Male,45-54,Male,100XX,"real_estate,parenting,luxury_brands,luxury_cars,basketball,online_shopping,car_maintenance,smartphones",9652,46139
AD_9091287717,USER_002329,302548,TravelAgency,2025-08-09,2025-08-10,2025-09-01,Discover amazing investing opportunities,Instagram,2419,3445,90,212,USD,65+,Female,65+,Female,600XX,"golf,travel,luxury_brands,investing",5159,47471
AD_4773434197,USER_002330,746137,StreamingService,2025-10-10,2025-10-11,2025-11-27,Discover amazing real_estate opportunities,"Facebook,Instagram",6812,8333,33,528,USD,25-34,Female,25-34,Female,980XX,"gaming,streaming_services,investing,real_estate,baseball,conservative_politics",9499,39743
AD_9497375750,USER_002331,192495,TechCorp,2025-09-28,2025-10-01,2025-10-30,Discover amazing investing opportunities,Instagram,5882,6963,52,356,USD,65+,Female,65+,Female,330XX,"golf,wine,luxury_cars,investing,home_decor,software,motorcycles,computers",3203,82784
AD_2430677435,USER_002332,302548,TravelAgency,2025-06-30,2025-07-02,2025-08-26,Discover amazing wine opportunities,Facebook,5895,7379,65,450,USD,65+,Male,65+,Male,330XX,"wine,luxury_travel,luxury_brands,luxury_travel,luxury_cars,cryptocurrency",3690,22690
AD_3902680716,USER_002333,583359,GamingCompany,2025-08-29,2025-08-31,2025-10-25,Discover amazing gaming opportunities,Instagram,3332,4298,98,324,USD,35-44,Male,35-44,Male,850XX,"real_estate,professional_development,discount_shopping,football,basketball,gaming",9889,31137
AD_5327806218,USER_002334,192495,TechCorp,2025-05-27,2025-06-03,2025-06-16,Discover amazing real_estate opportunities,Facebook,541,2305,81,340,USD,45-54,Male,45-54,Male,770XX,"parenting,real_estate,real_estate,luxury_travel,tech_news",5466,97323
AD_5093262112,USER_002335,282826,AutoDealer,2025-08-25,2025-08-30,2025-09-11,Discover amazing investing opportunities,"Facebook,Instagram",2263,3433,69,268,USD,45-54,Male,45-54,Male,850XX,"parenting,investing,online_courses,smartphones",5165,85192
AD_2631608491,USER_002336,302548,TravelAgency,2025-09-10,2025-09-14,2025-09-21,Discover amazing gadgets opportunities,"Facebook,Instagram",4160,6074,57,371,USD,55-64,Male,55-64,Male,600XX,"luxury_travel,golf,discount_shopping,gadgets,university",8124,95960
AD_9238535162,USER_002337,302548,TravelAgency,2025-05-19,2025-05-20,2025-06-21,Discover amazing fashion opportunities,Instagram,270,1319,81,359,USD,65+,Female,65+,Female,980XX,"wine,luxury_travel,online_courses,fashion,electric_vehicles,gadgets,professional_development,computers",3646,69308
AD_5309187665,USER_002338,302548,TravelAgency,2025-09-10,2025-09-11,2025-10-26,Discover amazing luxury_brands opportunities,Instagram,2316,3082,91,381,USD,35-44,Female,35-44,Female,100XX,"real_estate,parenting,luxury_travel,luxury_brands",4962,96567
AD_9257044497,USER_002339,192495,TechCorp,2025-06-25,2025-06-26,2025-07-30,Discover amazing online_shopping opportunities,Facebook,6969,8193,64,209,USD,18-24,Female,18-24,Female,100XX,"gaming,online_shopping,budget_travel,home_decor",3029,53142
AD_2623325617,USER_002340,746137,StreamingService,2025-08-21,2025-08-24,2025-09-06,Discover amazing gaming opportunities,Instagram,5190,5924,34,99,USD,55-64,Male,55-64,Male,900XX,"travel,luxury_travel,investing,real_estate,gaming,political_activism",7327,12477
AD_1273001679,USER_002341,746137,StreamingService,2025-10-02,2025-10-07,2025-11-06,Discover amazing investing opportunities,"Facebook,Instagram",447,2393,21,461,USD,25-34,Male,25-34,Male,600XX,"fitness,streaming_services,luxury_cars,investing,football,cruise_travel,home_decor,meal_delivery",7564,15452
AD_9869460253,USER_002342,746137,StreamingService,2025-10-07,2025-10-09,2025-10-17,Discover amazing cooking opportunities,Facebook,6028,7646,81,200,USD,35-44,Male,35-44,Male,900XX,"real_estate,parenting,budget_travel,gaming,online_courses,cooking",4977,29024
AD_2613808586,USER_002343,302548,TravelAgency,2025-10-08,2025-10-11,2025-11-12,Discover amazing real_estate opportunities,"Facebook,Instagram",3968,4608,48,183,USD,55-64,Female,55-64,Female,770XX,"golf,travel,real_estate,luxury_travel,discount_shopping",8422,30991
AD_7146077217,USER_002344,282826,AutoDealer,2025-05-16,2025-05-22,2025-06-23,Discover amazing retirement_planning opportunities,"Facebook,Instagram",1691,3663,47,182,USD,55-64,Male,55-64,Male,980XX,"retirement_planning,wine,online_courses",3866,67336
AD_5779455076,USER_002345,452886,FinanceApp,2025-06-30,2025-07-03,2025-08-07,Discover amazing real_estate opportunities,"Facebook,Instagram",2850,4548,62,134,USD,35-44,Female,35-44,Female,900XX,"parenting,real_estate,investing,real_estate,wellness,online_courses",5593,43361
AD_2531699455,USER_002346,746137,StreamingService,2025-08-25,2025-09-01,2025-09-26,Discover amazing discount_shopping opportunities,"Facebook,Instagram",238,876,91,306,USD,65+,Male,65+,Male,850XX,"golf,travel,discount_shopping,gaming,theater,football,fitness",4598,31110
AD_3878020307,USER_002347,302548,TravelAgency,2025-06-13,2025-06-20,2025-07-02,Discover amazing travel opportunities,"Facebook,Instagram",3021,4215,40,278,USD,65+,Female,65+,Female,770XX,"wine,travel,online_courses",4771,89622
AD_3376938852,USER_002348,302548,TravelAgency,2025-07-13,2025-07-19,2025-09-05,Discover amazing online_shopping opportunities,"Facebook,Instagram",5201,6360,26,356,USD,25-34,Female,25-34,Female,600XX,"online_shopping,music,luxury_travel",2694,51735
AD_7706299752,USER_002349,770926,SportsGear,2025-06-14,2025-06-15,2025-08-12,Discover amazing real_estate opportunities,Facebook,3112,4013,56,203,USD,45-54,Male,45-54,Male,850XX,"real_estate,investing,real_estate",7588,59642
AD_7696214548,USER_002350,302548,TravelAgency,2025-09-06,2025-09-07,2025-10-26,Discover amazing wine opportunities,"Facebook,Instagram",153,674,44,301,USD,55-64,Female,55-64,Female,600XX,"luxury_travel,wine,real_estate,luxury_brands,home_decor,running",6887,92459
AD_4757398470,USER_002351,385006,OnlineRetailer,2025-08-07,2025-08-14,2025-09-26,Discover amazing investing opportunities,Facebook,1799,3055,36,534,USD,45-54,Male,45-54,Male,980XX,"real_estate,investing,luxury_brands,real_estate",6483,65523
AD_5126186609,USER_002352,583359,GamingCompany,2025-10-03,2025-10-06,2025-10-16,Discover amazing budget_travel opportunities,Instagram,934,2425,17,124,USD,18-24,Female,18-24,Female,900XX,"streaming_services,gaming,budget_travel,family_activities",4898,66098
AD_8793205440,USER_002353,302548,TravelAgency,2025-08-14,2025-08-18,2025-09-23,Discover amazing travel opportunities,Facebook,3586,4385,28,422,USD,55-64,Male,55-64,Male,900XX,"golf,travel,luxury_cars,investing,basketball,childcare",7719,22747
AD_4063368987,USER_002354,302548,TravelAgency,2025-06-05,2025-06-06,2025-08-05,Discover amazing golf opportunities,Instagram,4519,5916,86,535,USD,55-64,Male,55-64,Male,100XX,"luxury_travel,golf,luxury_brands,real_estate,online_shopping",1094,46378
AD_1321279575,USER_002355,302548,TravelAgency,2025-09-13,2025-09-19,2025-11-05,Discover amazing professional_development opportunities,Instagram,1813,2426,14,130,USD,35-44,Female,35-44,Female,980XX,"parenting,professional_development,real_estate,luxury_brands,luxury_travel,theater,motorcycles,software",2586,46984
AD_2457536663,USER_002356,583359,GamingCompany,2025-09-03,2025-09-04,2025-09-16,Discover amazing running opportunities,Facebook,2882,4614,66,168,USD,25-34,Female,25-34,Female,900XX,"streaming_services,gaming,luxury_cars,luxury_brands,home_decor,running",2494,51769
AD_2223665734,USER_002357,385006,OnlineRetailer,2025-09-25,2025-09-30,2025-10-17,Discover amazing fitness opportunities,Facebook,1349,2698,44,498,USD,35-44,Male,35-44,Male,900XX,"professional_development,parenting,budget_travel,organic_food,luxury_brands,fitness,soccer",5118,32760
AD_8373122084,USER_002358,192495,TechCorp,2025-07-24,2025-07-26,2025-09-15,Discover amazing luxury_cars opportunities,Facebook,7646,8187,64,213,USD,45-54,Female,45-54,Female,330XX,"investing,real_estate,luxury_cars",2018,34448
AD_4758135069,USER_002359,746137,StreamingService,2025-05-31,2025-06-04,2025-06-24,Discover amazing gaming opportunities,Instagram,7695,9353,17,82,USD,65+,Male,65+,Male,330XX,"retirement_planning,golf,online_courses,gaming,investing,yoga,fitness,smartphones",6452,35143
AD_3906289888,USER_002360,302548,TravelAgency,2025-10-10,2025-10-11,2025-10-25,Discover amazing luxury_travel opportunities,Facebook,4006,5330,64,158,USD,45-54,Male,45-54,Male,850XX,"investing,parenting,luxury_travel,luxury_cars",6080,68208
AD_5855169649,USER_002361,385006,OnlineRetailer,2025-07-03,2025-07-08,2025-08-31,Discover amazing music opportunities,Facebook,3340,4002,22,171,USD,55-64,Female,55-64,Female,850XX,"wine,golf,online_courses,wellness,cooking,cycling,music,movies",1878,72950
AD_5567164171,USER_002362,741474,PoliticalCampaign,2025-08-03,2025-08-07,2025-09-12,Discover amazing professional_development opportunities,"Facebook,Instagram",2799,4374,90,262,USD,45-54,Male,45-54,Male,850XX,"professional_development,real_estate,discount_shopping,basketball,software",5265,14610
AD_1686902787,USER_002363,302548,TravelAgency,2025-09-16,2025-09-19,2025-10-13,Discover amazing certifications opportunities,Instagram,4466,5032,92,524,USD,45-54,Male,45-54,Male,330XX,"parenting,real_estate,online_courses,electric_vehicles,certifications,luxury_travel,restaurants,cryptocurrency",1827,77279
AD_1668130846,USER_002364,192495,TechCorp,2025-09-24,2025-09-26,2025-11-04,Discover amazing gaming opportunities,Facebook,3755,5179,50,103,USD,25-34,Female,25-34,Female,980XX,"music,gaming,investing,luxury_cars,wellness,cycling",8986,33496
AD_3682617071,USER_002365,746137,StreamingService,2025-09-15,2025-09-20,2025-10-18,Discover amazing streaming_services opportunities,"Facebook,Instagram",3635,4633,79,266,USD,18-24,Male,18-24,Male,900XX,"gaming,streaming_services,discount_shopping,investing,cryptocurrency",2816,94968
AD_2952761913,USER_002366,302548,TravelAgency,2025-06-18,2025-06-22,2025-07-24,Discover amazing travel opportunities,"Facebook,Instagram",4393,6005,45,484,USD,65+,Female,65+,Female,980XX,"luxury_travel,travel,discount_shopping,home_decor,mental_health,software,online_courses",4760,48162
AD_1073799749,USER_002367,875482,NewsOutlet,2025-08-18,2025-08-21,2025-10-10,Discover amazing university opportunities,"Facebook,Instagram",414,2308,80,281,USD,45-54,Male,45-54,Male,330XX,"investing,parenting,investing,luxury_cars,concerts,university,real_estate,childcare",1030,31122
AD_8227877820,USER_002368,746137,StreamingService,2025-08-28,2025-09-04,2025-10-16,Discover amazing nutrition opportunities,Instagram,3162,4133,29,476,USD,25-34,Male,25-34,Male,100XX,"online_shopping,music,online_courses,tech_news,restaurants,nutrition,basketball,luxury_cars",2977,39737
AD_8275975030,USER_002369,302548,TravelAgency,2025-08-10,2025-08-13,2025-09-12,Discover amazing credit_cards opportunities,Facebook,1566,3372,85,578,USD,65+,Male,65+,Male,330XX,"luxury_travel,wine,discount_shopping,credit_cards",4257,85436
AD_9363254124,USER_002370,295351,FashionBrand,2025-10-05,2025-10-11,2025-12-05,Discover amazing investing opportunities,Instagram,6329,7175,33,345,USD,45-54,Female,45-54,Female,980XX,"parenting,investing,real_estate,investing,fashion,political_activism",5713,43665
AD_6270706756,USER_002371,295351,FashionBrand,2025-08-20,2025-08-22,2025-09-13,Discover amazing investing opportunities,Instagram,845,2334,93,187,USD,35-44,Female,35-44,Female,330XX,"real_estate,investing,discount_shopping,fashion,nutrition",4441,46331
AD_7277616913,USER_002372,192495,TechCorp,2025-09-06,2025-09-13,2025-10-18,Discover amazing tech_news opportunities,Instagram,6512,7116,84,367,USD,65+,Male,65+,Male,770XX,"luxury_travel,wine,luxury_travel,luxury_cars,tech_news,soccer",5373,57806
AD_1441793921,USER_002373,192495,TechCorp,2025-09-03,2025-09-08,2025-09-16,Discover amazing football opportunities,"Facebook,Instagram",4623,5874,71,514,USD,25-34,Male,25-34,Male,900XX,"streaming_services,online_shopping,luxury_cars,luxury_brands,football,running,conservative_politics,gaming",6123,49825
AD_8977326384,USER_002374,192495,TechCorp,2025-06-10,2025-06-14,2025-08-06,Discover amazing streaming_services opportunities,"Facebook,Instagram",2282,4071,76,182,USD,25-34,Female,25-34,Female,770XX,"streaming_services,gaming,luxury_brands",1146,76318
AD_2588880595,USER_002375,302548,TravelAgency,2025-05-30,2025-06-02,2025-07-30,Discover amazing cruise_travel opportunities,Instagram,2645,4083,76,186,USD,45-54,Male,45-54,Male,600XX,"real_estate,professional_development,real_estate,luxury_travel,cruise_travel,political_activism,meal_delivery",3913,66576
